Internal ID,"What skills are required for a modern, digital economy, and how can Canada best support their development and deployment in the workforce?","How can we enhance AI literacy in Canada, including awareness of AI’s limitations and biases?","What can Canada do to ensure equitable access to AI literacy across regions, demographics and socioeconomic groups?"
36152484,,,
36152495,,,
36152628,"Our research at the Youth & Innovation Project at the University of Waterloo suggests that the solution we need in the era of AI disruption is not more traditional education or skills development programs for young workers but rather more practical opportunities for young people to gain real world experience. The evidence is clear, senior level roles will likely be less impacted by AI disruption. To ensure young people thrive in an era of AI disruption we will need to figure out, in the absence of entry-level jobs as we know them, how will young people gain the experience they need to take on and thrive in more senior roles. In order to do this, we need to:
1. Ensure young people need to leave high school and post-secondary education with concrete and applicable experience. The University of Waterloo has been a leader in work integrated learning for decades, but we still have big questions we need to ask. We need to begin tackling the question; what will work integrated learning look like in an era where the types of tasks young people do as part of co-op placements and internships become automated? Thoughtful research is needed to quickly answer this question and deploy solutions.
2. Government will need to subsidize employers to hire young workers, i.e. workers who would have traditionally worked in entry level jobs, during the transition to AI adoption. We have evidence that wage subsidies like Canada Summer Jobs work to prevent long term economic scarring amongst young people. However, in an age of AI, funding programs like these will need to have one critical caveat for any funded projects. A requirement of this funding must be that businesses and non-profits re-imagine both entry level jobs as well as the career ladder within their organizations to ensure that entry level workers are valued and on the job professional development is prioritized to ensure that these workers can move into more senior level roles less likely to be impacted by AI.",This is not our area of expertise.,This is not our area of expertise.
36152629,,,
36152690,Critical thinking. The ability to see beyond misinformation and disinformation and commercial hype and AI influencers to get to what is truthy.,"Use public libraries to run live courses to introduce people to the tools, give them some practice, show them some applications, and all the while explain the dangers. Live courses are much more popular than canned products. Help libraries buy software licenses and find experts/users to run these courses. Some libraries might need a little help upgrading technology tools to run courses but most are already set up and ready to do so.","As mentioned, public libraries are everywhere and have a long history of helping with digital literacy as well as upholding IP rights."
36152790,,,
36152845,,,
36152858,,,
36152870,,,
36152897,"Tech literacy, critical thinking (to combat misinformation), knowledge of how AI actually works, easily available education programs for impacted industries.","Bottom-up training programs, limitations on tech billionaire influence (especially foreign ones), adding critical thinking to curriculums, learn from other countries' failures.",Require AI companies to remove bias from training models. The bias has been demonstrated many times and will only exacerbate existing social disadvantages. Increase DEI programs while ensuring that competence is maintained. Break up the Rogers/Bell telecom duopoly that has worsened access to and cost of the internet. Support remote work policies that allow people to live and work anywhere in Canada.
36153024,,,
36153116,,,
36153125,,,
36153182,,,
36153289,,,
36153314,,,
36153317,,,
36153453,,,
36153540,,,
36153552,,,
36153558,,,
36153588,"Core skill set (the “skills behind the skills”):

Problem framing: define the job-to-be-done before touching a tool.
Workflow design: map steps, handoffs, and “what if it fails?”
Data hygiene: name things right, label, version, and document.
Prompt → Playbook: turn a one-off prompt into a repeatable SOP.
Interpret & audit: check outputs, find bias, log decisions.
Tool agility: learn, unlearn, relearn without ego.
Human skills: calm communication, ethics, consent, accountability.

How we deploy this at scale (my model):

Identity-Aligned Upskilling: short, paid tracks that start from a worker’s identity, not from abstract AI theory.
Nurse → “AI Scheduler & Triage Ops”
Estimator → “AI Takeoff & Change-Order Control”
Clerk → “AI Permitting & Inspection Triage”
Unlearning Sprints (2 weeks): remove zombie steps, set the new “golden path,” measure time saved.
Apprenticeships (earn while you learn): 90-day rotations inside Field Labs (hospital unit, city office, farm co-op, mine site).
Micro-licenses: simple, stackable credentials tied to a workflow (e.g., “Health AI Triage L1”).
Operator-Mentor Bench: bookable practitioners (PM, MLOps, security, change mgmt) paid on outcomes.

Government moves: pay apprentices; fund Field Labs; require playbooks, model cards, and staff training in every grant.

My name is Bob Minhas - https://www.linkedin.com/in/bobminhas and I would love to contribute further.","My literacy checklist (teach this, not buzzwords):
What the system does, 2) where it fails, 3) how to check it, 4) how to roll back, 5) how to report issues.

Workplace programs:
15-Minute Drills: “spot a prompt-injection,” “bias check,” “write a model card in plain English.”
Red-team Fridays (monthly): teams try to break their own tool; log lessons; fix by Monday.
Facts Labels on every tool: purpose, data, limits, human contact.
Manager kits: how to set guardrails, measure value, and avoid magical thinking.

Public awareness (simple + trusted):
Library & clinic sessions: live demos with failure cases; Q&A.
Short video PSAs: “AI can be wrong—here’s how to check.”
School pack (K–12): five lessons: what it is, where it fails, bias basics, privacy basics, when to ask a human.

International best moves to copy (without the cosplay):

Short contracts and 30-day payments for pilots.
Independent audits and public incident logs.
Apprenticeships with pay, not just courses.","Close the basics first:
Connectivity: rural/remote broadband and device lending via libraries and schools.
Plain-language materials: English, French, Indigenous languages, large-print, captioned video.

Local delivery, national spine:
Community colleges + libraries as hubs (train-the-trainer + grants).
Mobile Field Labs that rotate through rural/Indigenous communities with hands-on projects chosen locally.
Paid community apprenticeships (youth, newcomers, mid-career) tied to real roles.
Industry match: vendors fund seats + donate compute/eval credits; in return they get hiring pipelines.
Caregiver-friendly design: evening cohorts, childcare stipends, bus passes.

Trust + inclusion:
Community review panels for any public deployment; publish short recommendations.
Data respect: OCAP/CARE-aligned rules for Indigenous data; consent first, always.
90-Day push (no excuses)
Pick one hospital unit, city office, and farm co-op; start Field Labs with a 10-item backlog.
Launch 100 paid apprenticeships (nurses, estimators, clerks); ship one unlearning sprint each.
Publish the AI Facts Label template and require it on all new public pilots.
Roll out 15-Minute Drills across three ministries and two college networks.
Fund Library + College hubs in 10 regions; include device lending and weekend workshops.

I’ll own the playbooks, run the unlearning sprints, and train the trainers.

How we’ll know it’s working:
Time saved per workflow; backlog drop; error/rework down.
% staff completing drills and using human fallback correctly.
Apprentices placed into AI-touched roles within 90 days.
Participation from rural/remote and equity-seeking groups increases quarterly.
Public confidence: more opt-in after reading Facts Labels; incident fix time <30 days."
36153597,,,
36153627,,,
36153669,,,
36153703,,,
36153813,,,
36153880,"The entire point to AI is that it promotes unskilled labour at the cost of the environment and peoples' lives.  'AI focused careers' are intended to be low-skill, low-wage and as few as possible.","We should be promoting NOT using AI, being critical of all output from these flawed systems, and noting that they are designed to destroy livelihoods.","We should be promoting NOT using AI, being critical of all output from these flawed systems, and noting that they are designed to destroy livelihoods."
36153895,,,
36153906,,,
36153908,,,
36153910,"Il faut aussi développer des compétences pas uniquement techniques, mais transversales, critiques.","Revoir notre programme de formation mais surtout miser sur la formation continue en entreprise. Créer des programme hybride, impliquant unviversité-entreprise-gourvernement pour permettre le développement de formation continue. Une avenue prise par des collègues Suisse est le développement de la formation à ces technologies par la simulation (sécurité civiles, santé, éducation, industries). Ce n'est pas juste la préparation, c'est aussi la formation continue qui est peu valorisée par les entreprises. Les technologies évoluent tellement vites que sans formation continue la main-d'oeuvre ne sera pas suffisamment préparer aux changements.",Collaboration universités-gouvernement pour développer des stratégies de formation continue offerte à l'industrie.
36153913,,,
36153923,,,
36153926,,,
36153928,,,
36153941,,,
36153948,,,
36153961,,,
36153963,,,
36153964,Same as I mentioned before do it all in Canada give Canadians the jobs and training first,Training programs for Canadians not perm residents not international students. Canadians first.,Canadians first. Keeping the training in Canada.
36153965,,,
36153966,,,
36153969,,,
36153971,,,
36153984,,,
36153986,,,
36153995,,,
36154017,,,
36154049,,,
36154050,,,
36154055,,,
36154062,,,
36154063,,,
36154064,,,
36154069,,,
36154070,,,
36154081,,,
36154083,,,
36154085,"Free university.

Do not enable rapid adaptation.  We don’t need that.",Slow the F down.,No thanks.  How about we not force a society to accept an unregulated technology that lies and makes up info?  Can easily be influenced by unethical humans?
36154092,,"Campaign about the failures of generative AI, install computer literacy programs & propaganda courses & classes on how to spot generative AI in art and literature in high schools & universities.",See above
36154095,,,
36154097,,,
36154099,,,
36154100,,,
36154105,,,
36154107,,,
36154108,,,
36154109,,,
36154113,,,
36154114,,,
36154119,,,
36154122,,,
36154130,,,
36154131,,,
36154133,,,
36154139,,,
36154143,,,
36154146,,,
36154150,,,
36154152,,,
36154159,,,
36154160,,,
36154162,,,
36154163,,,
36154174,,,
36154186,,,
36154188,,,
36154193,,,
36154212,,,
36154223,AI can't code itself.,PSAs for AI video recognition. Now would be the time to bring back the North American House Hippo.,"PSAs, lots and lots of PSAs and educational content on what AI can do/does."
36154230,Oh please... you're fully aware of what they are - and have continued in the course of de-skilling the work force - while knowingly suppressing democratic discourse,Perhaps stop behaving like vacuous cheerleaders? Enhance penalties for corporate malfeasance? Actually have those at the top of the foodchain pay their due contribution to the public good?,
36154234,,,
36154238,,,
36154239,,,
36154240,,,
36154242,,,
36154244,,,
36154245,,,
36154246,,,
36154247,,,
36154257,,,
36154259,,,
36154262,,,
36154274,,,
36154281,,,
36154291,,,
36154300,,,
36154301,People need critical thinking skills first and foremost.,"This is challenging because the technology is moving so quickly, but vitally important.",
36154305,,,
36154315,,,
36154316,,,
36154318,,,
36154331,,,
36154335,,,
36154339,,,
36154357,,,
36154361,,,
36154370,,,
36154379,,,
36154380,,,"Id rather you focus on access to necessities for survival (food, housing, healthcare)"
36154387,,,
36154389,,,
36154392,"Teach PEOPLE to do their jobs 
XXX AI",Don't waste time or money on any AI,Nobody needs AI for anything ever
36154400,,,
36154401,,,
36154408,,,
36154415,,,
36154420,,,
36154427,,,
36154428,,,
36154429,,,
36154433,,,
36154444,,,
36154461,,,
36154471,,,
36154472,,,
36154477,,,
36154481,,,
36154486,,,
36154489,,,
36154492,,,
36154520,,,
36154536,,,
36154543,,,
36154545,,,
36154548,"enable and ensure basic tech literacy for all Canadians, and make the tools available to all.

It has to start early - in schools - and continue to be reinforced as they progress - create core curriculum in schools, as well as, free-optional community or institutional training and mentorship opportunities.  Could include tax-breaks, financial incentives, bursaries and scholarships, co-ops and job placements.","enable and ensure basic tech literacy for all Canadians, and make the tools available to all.

It has to start early - in schools - and continue to be reinforced as they progress - create core curriculum in schools, as well as, free-optional community or institutional training and mentorship opportunities.  Could include tax-breaks, financial incentives, bursaries and scholarships, co-ops and job placements.","enable and ensure basic tech literacy for all Canadians, and make the tools available to all.

It has to start early - in schools - and continue to be reinforced as they progress - create core curriculum in schools, as well as, free-optional community or institutional training and mentorship opportunities.  Could include tax-breaks, financial incentives, bursaries and scholarships, co-ops and job placements."
36154556,,,
36154558,,,
36154573,,,
36154577,,,
36154590,,,
36154595,,,
36154602,,,
36154614,,,
36154630,,,
36154633,,,
36154635,Rapid adaptation without sacrificing safety.,Look it upo n Google.,"Collaboration, information, online available resources."
36154640,,,
36154641,,,
36154649,,,
36154663,,,
36154664,,,
36154668,,,
36154671,,,
36154686,,,
36154690,,,
36154693,,,
36154696,,,
36154703,,,
36154712,,,
36154737,,,
36154750,,,
36154752,,,
36154761,Developing traditional skills that don't permit people to be replaced by machines that make the rich people more rich.,By removing it. Educating people while they're young that AI was a mistake.,
36154771,,,
36154786,,,
36154792,,,
36154802,,,
36154809,,,
36154810,,,
36154811,,,
36154818,,,
36154819,,,
36154825,,,
36154830,,"AI recognition campaigns, AI scam information campaigns (eg: AI stealing your voice/image to get grandma to send money, etc)
Free courses at libraries about AI
AI protection courses in middle and high school (how to deal with things like impersonation, extortion and AI generated revenge porn)","Mandatory part of school curriculum
Free intro to AI course at libraries/community centers/online etc"
36154848,,,
36154884,,,
36154905,,,
36154907,,,
36154928,,,
36154942,,,
36154954,,,
36154964,,,
36154966,,,
36154971,,,
36154975,,,
36154976,,,
36154983,,,
36154995,,,
36154997,,,
36154998,,,
36155001,,,
36155013,,,
36155024,,,
36155026,,,
36155035,,,
36155047,,,
36155054,,,
36155059,,,
36155063,,,
36155064,,,
36155112,,,
36155132,,,
36155134,,,
36155145,,,
36155161,,,
36155172,,,
36155175,,,
36155177,,,
36155179,,,
36155214,,,
36155217,,,
36155218,,"éducation, formation, 
il faut sensibiliser sur les enjeux et les opportinutés; il faut soutenir les organisations publics de types centre de recherche universitaires entra autres pour ce genre de contenu",soutenir les organisations de proximité (organisations de la société civile) qui peuvent agir de relais pour informer et sensibiliser en plus les programmes scolaires.
36155247,,,
36155251,,,
36155276,,,
36155279,Teach coding and programming in public education. Allow Ai to teach how to use AI. Teach people how to prompt AI large langue models and how to create programs that improve efficiency.,No need to do this,AI must be incorporated into all government programs
36155283,,,
36155299,,,
36155338,,,
36155356,"We need the technical skills around collecting and using data effectively and fairly, but we also need the social sciences skills of understanding human thinking and bias, communication, and the business skills of knowing how to apply AI in a way that is effective and provides value. We need more and better post-secondary programs, along with more and better continuing education in the area.","Having available online training for this would be great - this again is something that the AI institutes can do, and they're not. Finland did this kind of widespread online training quite well, we should follow their example.","The big problem is not just availability of the educational content, internet access and a computer, but the time and attention to be able to learn. There are many demographics right now who are feeling so squeezed, they don't have any time and attention to spare for increasing their AI literacy, even if they know they should. Canada should look to that, too."
36155370,,,
36155392,,,
36155405,,,
36155407,,,
36155409,,,
36155414,,,
36155420,,,
36155435,Computer skills,It already has  we just dont get private company information,It cant
36155442,,,
36155445,,,
36155462,,,
36155519,,,
36155544,,,
36155547,,,
36155563,,,
36155567,,,
36155571,,,
36155573,,,
36155574,,,
36155577,,,
36155578,,,
36155586,The skills are adaptability and quick learning. These will differentiate workers during this compelling era of change.,workplace training programs and public awareness campaigns.,Canada.AI could be the source for all of your AI information as a Canadian with access to free learning tools.
36155588,,,
36155604,"The public education system is doing just fine on this. Basic computer skills and some coding for all students is a good baseline for more specific trades training at the post secondary level.

Offer more free or subsidized courses to the public through the EI system.",Public school.,School.
36155618,,,
36155619,,,
36155655,,,
36155658,,,
36155669,,,
36155678,,,
36155683,,,
36155708,,,
36155723,,,
36155737,Easily accessible education,All above mentioned,Yes more talk on AI
36155750,Education incentives and supports,Trading and education with string oversight by government,Education incentives
36155753,,,
36155758,,,
36155763,BULLXXX SURVEY,SLANTED BIASED SURVEY,buy computers for everyone
36155785,,,
36155814,,,
36155819,,,
36155820,,,
36155839,,,
36155847,,,
36155876,,,
36155894,,,
36155917,,,
36155927,,,
36155932,,Training!!!,Government
36155936,,,
36155950,,,
36155961,,,
36155963,,,
36155966,,,
36155987,,Replace all teachers and doctors and lawyers with AI so the kids think that’s normal.,Nobody wants it.
36155998,,,
36156003,,,
36156006,,,
36156008,,,
36156042,,,
36156046,Keep the Canadian government away from it.,Keep the Canadian government away from it.,Keep the Canadian government away from it.
36156064,,,
36156077,,,
36156121,,,
36156138,,,
36156144,,,
36156163,AI will destroy the workforce. Then they'll have to be rehired back to fix AI's mistakes.,"Actually tell people about its limitations and biases, and show them clearly how to disable its functions if they don't want it.","It's pretty available. It's practically impossible to turn off, which is the real issue."
36156294,,,
36156318,,,
36156320,,,
36156325,,,
36156340,,,
36156342,,,
36156389,Prison for misuse,Teach right from wrong,It shouldn’t be used for general public uses
36156416,I am not qualified to provide this answer.,Start with primary/ secondary school integration to foster a generational culture of AI acceptance.,see above answer
36156467,,,
36156512,,,
36156527,,,
36156533,,,
36156549,Free education and retraining,"whatever you do, it needs to be evidence based and researched","protect the most vulnerable- equity deserving populations, rural, etc
communities need to benefit from these data centres"
36156552,,,
36156554,,,
36156561,,,
36156584,,,
36156611,,,
36156618,,,
36156625,,,Partner with private sector to provide reliable internet services to ALL Canadians.
36156637,,,
36156646,,,
36156665,,,
36156719,,,
36156728,,,
36156736,,,
36156765,,,
36156788,,,
36156794,,,
36156795,,,
36156818,,,
36156849,,,
36156852,"Encourage colleges and universities develop AI-related programs/courses, provide information to both educational institutions and developers about each other like courses/programs available and job places opened. Maybe encourage certain institutions to prepare some kind of specialists. Organize annual events/forums for educational and developers so they know each other and each other needs better","Provide information about products through public library, finance the product usage by libraries.","Probably, the best way is to advertise and distribute digital products through public recourses like public libraries"
36156854,,,
36156860,,,
36156867,,,
36156885,,,
36156886,,,
36156891,,,
36156927,,,
36156947,,,
36156955,,,
36156960,,,
36156993,,,
36157001,,,
36157028,,,
36157031,,,
36157085,Education programs and affiliations so that people can understand learning and grow with the systems,Offering free courses and giving training to primary secondary and post education include workshops at a community level as a community service and incentivize the training,"Create equal opportunity, rules, and regulations policies that will help businesses grow as well as creating more jobs in these positions"
36157112,,,
36157138,,,
36157149,I don't know,I don't know ow,I don't know
36157154,,,
36157168,,,
36157187,,,
36157205,"The AI revolution will likely disintermediate the role of entry level programmer or technologist. Correspondingly, senior researchers and technologists will be required to have a more specific skill set focused around advanced mathematics and AI architectures. Likewise other trades will be impacted to the point that most skilled individuals must now be conversant with Large Language Model AI and its attendant interfaces. The government should put a focus on providing access to continuous learning venues for individuals to gain the necessary competencies if they are post academia or in other trades.
Training on how to best use AI tools for you job…eg successful prompts","As mentioned above, the government can play a critical role by providing ubiquitous access to AI training through continued education venues and remote learning technologies to a post academia populous. This will help foster confidence and allow individuals to better leverage the emergent and integrated technologies.
ChatGPT has done a great job of this.",By employing pre-existing continued education venues and new and existing remote learning channels the government can deploy a National AI literacy campaign. This will give the public confidence and provide a level of comfort with a tool set they can employ to better their own lives and accelerate commerce in the country.
36157218,,,
36157221,,,
36157237,,,
36157244,,,
36157275,,,
36157279,"Many specific technical training programs are obsolete by the time students enter the workforce.  Currently computer science grads are experiencing this.  Fundamentals such as literacy, math, humanities, history, social sciences, communication, organization, strategy, and critical thinking will remain essential.",,
36157290,,,
36157332,,,
36157339,,,
36157358,,,
36157428,,,
36157443,,,
36157450,,,
36157517,,,
36157522,,,
36157531,,,
36157536,,,
36157555,,,
36157565,,,
36157571,,,
36157579,,,
36157586,,,
36157587,,,
36157600,,,
36157664,,,
36157665,,,
36157689,,,
36157741,,,
36157751,,,
36157770,,,
36157797,,,
36157813,,,
36157824,,,
36157826,,,
36157838,,,
36157852,,We need strong mis and disinformation training.,
36157889,,workplace training programs or credentials; targeted engagements and public awareness campaigns,"collaboration with other levels of government, educational and literacy strategies to foster informed confidence"
36157892,,,
36157896,"Union creation to prevent the wealthy from exploiting people, strong funding into public education and healthcare so people can learn and grow without fear, investing in programs like UBI to support all Canadians so everyone has a chance to be an innovator.",Include it in strong additional investment into our public education.,"Fund our public education more, and more equitably across school boards etc. Fight heathcate privatization and other initiatives that leave potential innovators without the opportunity to contribute. Ensure we have a strong social net."
36157897,,,
36157913,,,
36157925,,,
36157968,,,
36157976,,,
36157983,,,
36158017,,,
36158030,,,
36158039,,,
36158044,,,
36158142,,,
36158147,,"AI literacy is the foundation for responsible adoption. Canadians need skills to identify AI-generated misinformation, understand algorithmic bias, and evaluate AI outputs critically. Public libraries are uniquely positioned to deliver this education: we are experts in information literacy, and we already teach skills like source verification and critical thinking.
Libraries can:

Offer AI literacy workshops for all ages, from youth to seniors.
Develop online training modules accessible nationwide.
Partner with schools and community organizations to integrate AI literacy into lifelong learning.

With 3,300+ locations and multilingual services, libraries ensure equitable access. Federal investment in library-led AI literacy programs would create a national infrastructure for AI education, safeguarding Canada’s democratic values and social cohesion.","Equity requires universal access to training and resources, regardless of geography or income. Public libraries already provide this infrastructure: 30% of Canadians live within 1.5 km of a library, and we serve urban, rural, and remote communities coast-to-coast.
To prevent a two-tier system where postal code determines AI readiness, Canada should:

Invest in library-based AI literacy programs, ensuring free, local access for all.
Leverage library partnerships with schools, newcomer agencies, and social services to reach vulnerable populations.
Expand digital platforms for remote learning, supported by libraries’ existing online services.

Libraries are open seven days a week, free to everyone, and trusted by Canadians. By empowering libraries as AI literacy hubs, Canada can ensure that every citizen—regardless of age, income, or location—has the skills to thrive in an AI-driven economy."
36158160,,"Identify and use as a basis international and domestic best practices. 
Evidence informed decision making 
accessible training for children and adults based on the best place and methods for them to learn, 
Targeted engagement of communities targeted by unethical AI companies and governments","Public Libraries are experts in literacy and well placed to lead this literacy across diverse communities and target populations.
Ensure ethical instruction/learning on this in the regulated public school systems."
36158193,,,
36158197,,,
36158224,It is sad but true that AI will take away most people's jobs. I don't know what the answer is. Definitely people need to learn new skills. Anything that a machine can do (which is getting to be a longer and longer list every day) is not a reasonable skill to learn now for future job prospects.,"Teach this in schools from the very beginning. A five-year old in kindergarten should be fully aware that AI cannot reliably do much of the things that its developers claim that it can do. Perhaps we can also make it mandatory for all adult citizens (as part of their annual income tax return filing, for example), to take an online tutorial on the uses/misuses and benefits/dangers of AI. And this tutorial should *definitely not* be designed by the AI companies.","How do we ensure equitable access to all other forms of education throughout the country? This should be no different from financial literacy, sex education, numerical literacy, etc. We have to educate the educators first, and then they need to educate everyone else. It doesn't have to be complicated, just competent."
36158240,,,
36158267,,,
36158270,,,
36158334,,,
36158369,,,
36158406,,,
36158422,,,
36158424,,,
36158452,"digital literacy, data analysis, cybersecurity, cloud computing, and applied AI/ML capabilities
critical thinking, adaptability, communication, ethics, and cross-disciplinary collaboration
pair AI education with internships, co-ops, and apprenticeships linked to real business needs
offer tax credits or training grants for workers and employers to continuously reskill","Launch a coordinated public education effort explaining what AI is, how it works, and where its limitations and biases lie
Support short, stackable courses on responsible AI use for all workers, not just tech professionals
Tailor resources for underrepresented groups to ensure inclusive participation in the digital economy","Co-develop AI literacy strategies with provinces, territories, and municipalities to align education, workforce, and community programs
Use libraries, settlement centres, and Indigenous organizations as trusted local access points for digital learning
Encourage industry to co-fund training, mentorship, and scholarships for underrepresented groups
Track participation and outcomes by region and demographic to ensure equitable reach and continuous improvement"
36158474,,,
36158487,,,
36158491,,,
36158512,,,
36158524,"Critical thinking, ethical comprehension, large-scale systems thinking.  There's been a tendency lately to focus on a need for specific skills rather than meaningful education.  This is a mistake.  Tools change.  What people need is to understand how to learn, and how to consider larger implications.","Shut up the hype men and salespeople, and let experts, both favouring and skeptical of AI, speak instead.","Invest in education.  Invest in research.  Lower access barriers to education.  Provide increased opportunities for non-traditional education that can be undertaken with a flexible schedule.  Understand that ""AI literacy"" will involve more than generic computer skills or ""how to use a tool"" tutorials, but will require conceptual and contextual understanding of AI."
36158628,,,
36158682,,,
36158688,,,
36158708,,,
36158732,,,
36158744,,,
36158781,,,
36158819,,,
36158843,,,
36158863,,"Limitations and biases - that is dependent if the system that you are using is an open of closed system.  In a close system it is program dependent on the input that it receives.  The data pool is small and consistent.  In a massively and much larger open system , blue can become pink if enough people think it is and AI will respond accordingly.  As long as AI can't transfer its programing and learning/learned data from one system to another you can 'control' it.",Equitable access to AI is an impossible task to engage in.  You are assuming that everyone in Canada across all social and economic classes have internet and the ability to learn and understand what AI is capable of and how it can help.  Yet can you trust the product of the answer or is it dependent on the programing bias that it has within the system.  There are so many things that AI has been restricted to and boils down to program restrictions.
36158906,,,
36158916,,,
36158929,,,
36159063,,,
36159092,,,
36159098,,How about you focus on actual literacy instead,
36159103,,,
36159111,,,
36159121,,,
36159129,,,
36159138,Ai training as a community college course,That is not as important as a propaganda campaign that falsely tells Canadians that we are ai fluent,"You can get more equitable ai by opening up the drawer on your desk, taking out the sharpest pencil in there, and jamming it through your neck. Thank you."
36159145,,,
36159148,,,
36159167,,,
36159168,,,
36159216,,,
36159238,,,
36159249,,,
36159275,,,
36159287,,,
36159292,,,
36159314,,,
36159327,,,
36159356,"Top level is full of self‑proclaimed “AI gurus” who can barely differentiate backpropagation from buzzwords. The system is rotten to the core when self‑promotion outweighs demonstrated scholarship. To repair this decay, funding agencies must require evidence: peer‑reviewed publications, reproducible codebases, and clear methodological literacy. Until we separate the real scientists from those playing dress‑up in the language of AI, public money will continue to be squandered on ambition without ability — and that is the greatest insult to legitimate research today.","Top level is full of self‑proclaimed “AI gurus” who can barely differentiate backpropagation from buzzwords. The system is rotten to the core when self‑promotion outweighs demonstrated scholarship. To repair this decay, funding agencies must require evidence: peer‑reviewed publications, reproducible codebases, and clear methodological literacy. Until we separate the real scientists from those playing dress‑up in the language of AI, public money will continue to be squandered on ambition without ability — and that is the greatest insult to legitimate research today.","Top level is full of self‑proclaimed “AI gurus” who can barely differentiate backpropagation from buzzwords. The system is rotten to the core when self‑promotion outweighs demonstrated scholarship. To repair this decay, funding agencies must require evidence: peer‑reviewed publications, reproducible codebases, and clear methodological literacy. Until we separate the real scientists from those playing dress‑up in the language of AI, public money will continue to be squandered on ambition without ability — and that is the greatest insult to legitimate research today."
36159360,"First and foremost, literacy.  
AI must feature in K-12 and all post-secondary education.  In post-secondary education, it is essential that AI be deeply embedded into all disciplines (particularly STEM) so graduates are ready to use / work with AI tools in their specific sectors of employment.  We don't need more computer scientists / AI specialists.  We need effective graduates from all disciplines who are AI literate and schooled to work in all sectors of the economy.","Microcredentials are very condescending, insultingly overpriced, and only seem to give license for sectors to drive salaries down.  
AI and AI literacy must be EMBEDDED into K-12 and postsecondary education at all levels.","As someone living in BC, I do not believe that that Canadian government has ever, or will ever have the capacity or wherewithal to ensure equitable access to anything."
36159362,,,
36159373,,,
36159390,,,
36159393,,,
36159407,,,
36159409,,By also enhancing critical thinking and ethical standards...,Universities.
36159453,,,
36159458,,,
36159472,,,
36159479,Prompt generation and research skills,Basic workforce training across sectors and post-secondary institutions,Library seminars
36159488,,,
36159513,,,
36159516,CRITICAL THINKING and ethical decision making. Indigenous consultation.,,We need equal access to high speed internet first. Norhtern and rural regions.
36159562,,,
36159576,,,
36159617,,,
36159621,,,
36159635,,,
36159672,,,
36159679,,,
36159722,,,
36159744,,,
36159745,,,
36159785,,,
36159795,,,
36159934,,,
36159953,Did you know that the AI bubble is 17x bigger than the housing bubble before 2008?,Butlerian jihad now!,
36159985,,,
36159994,,"Libraries excel at teaching information literacy, identifying bias. We've already started offering general information sessions on AI for our public and many are interested in wanting to learn and be more engaged. Critical thinking skills, ethical use of information, mis and dis-information have been topics of discourse in libraries for years. We already have platforms and tools to deliver training and can be leveraged for our expertize.","Public libraries are one of the few places in our community where everyone is welcome. We see people from all socioeconomic groups and collaborate with many community agencies. Our branches are open year-round, evenings and weekends."
36160010,,,
36160020,,,
36160024,,,
36160039,,,
36160096,,,
36160167,,,
36160177,,,
36160216,,,
36160217,,,
36160221,tbd,tbd,tbd
36160242,,,
36160252,,,
36160275,,,
36160323,,,
36160387,,,
36160393,,,
36160401,,,
36160412,,,
36160420,,,
36160424,,,
36160455,,,
36160524,no ai,no ai,no ai
36160560,,,
36160562,,,
36160645,,,
36160734,Man I don’t think I want to be a part of that economy maybe I should just move somewhere less AI focused.,Ai in all the elementary schools. Give the kids AI.,Absolutely nothing. We don’t even have equitable access to water and healthcare. What a joke. We have bigger issues. This will be seen for what it is. A way to make money. The money made from AI better go back into the community.
36160742,,,
36160754,Avoid organizations like Work BC that only feed a corrupt group that grift off of the system.,"Offer courses through organizations like EP, CPA organizations and to union members. Build from there.",Target unions for training.
36160760,,,
36160767,,,
36160805,,,
36160837,,,
36160900,,,
36160906,,,
36160910,,,
36160933,,,
36160934,,,
36160944,,"I think we should be focused on sustainability and critical thinking, two things that genAI does not support.",
36160957,,,
36160964,,,
36160977,,,
36160984,,,
36160994,,,
36161016,,,
36161021,Avoid it at all costs,Avoid it at all costs,Avoid it at all cost
36161071,,"Public Libraries can be locations to offer instruction and information to the public on responsible AI use, including its limitations, biases and concerns.",
36161139,,,
36161142,,,
36161155,"Math (mastery), reading (mastery), writing (mastery), and storytelling (mastery), for all levels of education.","Prompt universities to allow use of AI models. Tough to do, as this will likely two things. 1. Requiring more actual work by students in class, when performance/knowledge is important. 2. A move toward judging the excellence of the solution, rather than the process of getting to the solution.","Math (mastery), reading (mastery), writing (mastery), and storytelling (mastery), for all levels of education."
36161165,,,
36161247,Support Canadian projects and not act as a outsource location for US companies,Training in identifying its weaknesses and how to compete using real art,Well organized online sources
36161335,,,
36161354,,,
36161381,,,
36161418,,,
36161425,,,
36161434,,,
36161462,,,
36161488,,,
36161524,,,
36161540,,,
36161582,,,
36161583,,,
36161643,,,
36161645,,,
36161686,,,
36161730,,,
36161745,,,
36161784,,,
